Source;Target;Label;Highway;Length;Type
419;420;UNAMED;tertiary;2.34;Undirected
420;421;UNAMED;tertiary;3.6;Undirected
421;422;UNAMED;tertiary;2.61;Undirected
422;423;UNAMED;tertiary;2.5;Undirected
423;424;UNAMED;tertiary;5.65;Undirected
424;418;UNAMED;tertiary;1.9;Undirected
422;346;UNAMED;tertiary;4.03;Undirected
346;423;UNAMED;tertiary;4.34;Undirected
424;425;UNAMED;tertiary;5.3;Undirected
425;419;UNAMED;tertiary;4.7;Undirected
420;426;UNAMED;tertiary;5.21;Undirected
426;421;UNAMED;tertiary;5.05;Undirected
426;427;UNAMED;tertiary;32.11;Undirected
425;401;UNAMED;tertiary;108.23;Undirected
401;402;UNAMED;tertiary;12.26;Undirected
402;428;UNAMED;tertiary;726.54;Undirected
429;26;Praça da República;secondary;30.67;Undirected
59;429;Praça da República;secondary;30.49;Undirected
